,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error,epoch
0,0.2507593875581568,0.5007373094558716,0.25075939297676086,0.24954607811841098,0.49952632188796997,0.24954606592655182,0
1,0.2490165423263203,0.49897998571395874,0.24901653826236725,0.24781978672200983,0.49775752425193787,0.24781978130340576,1
2,0.2472076565027237,0.4971080720424652,0.2472076565027237,0.24608185480941425,0.49593472480773926,0.2460818588733673,2
3,0.24580606140873648,0.4955972731113434,0.24580606818199158,0.2441606508059935,0.49386757612228394,0.24416065216064453,3
4,0.24404259703376077,0.49364644289016724,0.24404259026050568,0.2421126595952294,0.49158915877342224,0.2421126663684845,4
5,0.24197045916860754,0.4912695586681366,0.2419704645872116,0.23969758640636096,0.48871123790740967,0.23969759047031403,5
6,0.2399304671721025,0.4885120391845703,0.23993046581745148,0.23702567951245743,0.4850803017616272,0.2370256781578064,6
7,0.2374704060229388,0.4847888648509979,0.23747040331363678,0.23399706862189554,0.4807124137878418,0.23399704694747925,7
8,0.23467458649115128,0.4803641140460968,0.2346745878458023,0.23117173395373605,0.4761202931404114,0.23117172718048096,8
9,0.23267009583386508,0.47631406784057617,0.23267008364200592,0.2279382808641954,0.4706842005252838,0.22793829441070557,9
10,0.23056649348952554,0.47144415974617004,0.23056648671627045,0.22514807094227185,0.46560367941856384,0.22514808177947998,10
11,0.22840674627910962,0.4669930636882782,0.22840672731399536,0.222904080694372,0.46165403723716736,0.22290407121181488,11
12,0.2264558510346846,0.46439024806022644,0.22645583748817444,0.22104294056242163,0.4600416421890259,0.2210429459810257,12
13,0.22469880093227734,0.46241044998168945,0.22469881176948547,0.2191430072892796,0.4572337865829468,0.21914301812648773,13
14,0.22297856888987802,0.45961621403694153,0.22297856211662292,0.21743221580982208,0.45449376106262207,0.21743221580982208,14
15,0.2216364470395175,0.4569791555404663,0.22163645923137665,0.21554076942530545,0.4511377513408661,0.21554076671600342,15
16,0.2199829952283339,0.4532195031642914,0.21998299658298492,0.21382428028366782,0.4466771185398102,0.21382427215576172,16
17,0.21858541396531192,0.4491407871246338,0.21858543157577515,0.21270929006013004,0.4438793659210205,0.21270929276943207,17
18,0.2174065587195483,0.44626495242118835,0.21740655601024628,0.21187360720200973,0.44143146276474,0.2118735909461975,18
19,0.216634292494167,0.44467058777809143,0.21663428843021393,0.21168858761137183,0.4408288300037384,0.2116885781288147,19
20,0.21558183296160263,0.4424435794353485,0.21558184921741486,0.21126810664480383,0.4385850727558136,0.2112681120634079,20
21,0.2149341566996141,0.439500629901886,0.21493415534496307,0.21084332195195285,0.4358789622783661,0.21084332466125488,21
22,0.21465097503228622,0.43697765469551086,0.2146509736776352,0.21070433204824274,0.43412989377975464,0.21070431172847748,22
23,0.2142175490205938,0.43589991331100464,0.21421754360198975,0.2108734588731419,0.4346621036529541,0.21087345480918884,23
24,0.2135748781941154,0.4349583387374878,0.2135748714208603,0.2108012708750638,0.43344706296920776,0.21080125868320465,24
25,0.21339115500450134,0.4333503842353821,0.21339115500450134,0.21085066957907242,0.43258076906204224,0.21085067093372345,25
26,0.21315469525077127,0.43308889865875244,0.21315468847751617,0.2106740718538111,0.43337082862854004,0.21067406237125397,26
27,0.2127148752862757,0.4330970346927643,0.21271486580371857,0.21043602309443735,0.43256568908691406,0.21043601632118225,27
28,0.21265513517639853,0.43235138058662415,0.21265514194965363,0.21060885759917172,0.43180665373802185,0.2106088399887085,28
29,0.2123082862658934,0.4311012029647827,0.21230827271938324,0.21027519350702112,0.43092989921569824,0.21027520298957825,29
30,0.2121585038575259,0.4303593635559082,0.21215850114822388,0.21009532565420325,0.42983779311180115,0.21009530127048492,30
31,0.2119439108805223,0.429392546415329,0.21194392442703247,0.2101752134886655,0.42986488342285156,0.21017521619796753,31
32,0.21167066422375766,0.4295341372489929,0.2116706669330597,0.2104790671305223,0.4308551549911499,0.21047906577587128,32
33,0.21174380047754807,0.43035152554512024,0.2117437869310379,0.21100419759750366,0.43180692195892334,0.21100421249866486,33
34,0.21156697381626477,0.42975014448165894,0.2115669697523117,0.21089005741206082,0.43080949783325195,0.2108900547027588,34
35,0.21125530925664035,0.42927679419517517,0.21125531196594238,0.21054248105395923,0.43084123730659485,0.2105424702167511,35
36,0.21090746467763727,0.42873603105545044,0.2109074741601944,0.2103642157532952,0.4300045371055603,0.2103642225265503,36
37,0.21093754470348358,0.4280094504356384,0.21093754470348358,0.20997048778967423,0.42888838052749634,0.20997047424316406,37
38,0.21070973575115204,0.4270419478416443,0.21070972084999084,0.2097477140751752,0.42852863669395447,0.20974771678447723,38
39,0.21030042659152637,0.42726874351501465,0.21030044555664062,0.20946889032017102,0.4293833374977112,0.20946888625621796,39
40,0.21014149757948788,0.42836061120033264,0.21014150977134705,0.2094913978468288,0.43047285079956055,0.20949138700962067,40
41,0.21013437617908826,0.42906832695007324,0.2101343721151352,0.20971167358485135,0.4306524395942688,0.2097116857767105,41
42,0.20987854491580615,0.4284648895263672,0.20987853407859802,0.20953966270793567,0.4296640455722809,0.20953966677188873,42
43,0.2095888148654591,0.427425742149353,0.20958881080150604,0.20913659848950125,0.42874041199684143,0.20913657546043396,43
44,0.2094932713291862,0.42704010009765625,0.20949327945709229,0.208715788342736,0.42848271131515503,0.2087157964706421,44
45,0.2092186131260612,0.4268141984939575,0.20921862125396729,0.20862842012535443,0.42803049087524414,0.20862841606140137,45
46,0.20901041274720972,0.4258079528808594,0.20901040732860565,0.20868349752642892,0.42703601717948914,0.20868350565433502,46
