,loss,acc,categorical_crossentropy,val_loss,val_acc,val_categorical_crossentropy,lr,epoch
0,0.6941852728525798,0.5066666603088379,0.6941852569580078,0.6922452396816677,0.5199999809265137,0.6922451853752136,0.0010000000474974513,0
1,0.6923413117726643,0.5288888812065125,0.6923412680625916,0.6919056495030721,0.5288888812065125,0.691905677318573,0.0010000000474974513,1
2,0.6909579157829284,0.5777778029441833,0.6909579038619995,0.6909594138463339,0.5066666603088379,0.6909594535827637,0.0010000000474974513,2
3,0.6898701866467793,0.5777778029441833,0.6898701190948486,0.6901648945278591,0.5199999809265137,0.6901648640632629,0.0010000000474974513,3
4,0.6887476881345113,0.5644444227218628,0.6887477040290833,0.6897370802031623,0.5688889026641846,0.68973708152771,0.0010000000474974513,4
5,0.6874851438734266,0.5911111235618591,0.6874851584434509,0.68832512166765,0.5555555820465088,0.6883251070976257,0.0010000000474974513,5
6,0.6862139370706346,0.5644444227218628,0.6862139701843262,0.687177938885159,0.5377777814865112,0.6871779561042786,0.0010000000474974513,6
7,0.6843777563836839,0.5644444227218628,0.6843777894973755,0.6859363317489624,0.6133333444595337,0.6859363317489624,0.0010000000474974513,7
8,0.683154739273919,0.5733333230018616,0.6831547021865845,0.6847453302807278,0.6044444441795349,0.6847453713417053,0.0010000000474974513,8
9,0.68079674243927,0.6044444441795349,0.6807966828346252,0.6835622350374858,0.6311110854148865,0.6835622787475586,0.0010000000474974513,9
10,0.6792048494021098,0.6311110854148865,0.6792048215866089,0.6817293855879042,0.6044444441795349,0.6817293167114258,0.0010000000474974513,10
11,0.6778305080201891,0.6088888645172119,0.6778304576873779,0.6804011543591817,0.6266666650772095,0.680401086807251,0.0010000000474974513,11
12,0.6760350637965732,0.6222222447395325,0.6760351061820984,0.679792144563463,0.6355555653572083,0.6797922253608704,0.0010000000474974513,12
13,0.6746785746680366,0.6399999856948853,0.6746786236763,0.6784096982744005,0.6399999856948853,0.67840975522995,0.0010000000474974513,13
14,0.672344446182251,0.648888885974884,0.672344446182251,0.6768688056204054,0.648888885974884,0.6768689155578613,0.0010000000474974513,14
15,0.671046793460846,0.644444465637207,0.671046793460846,0.6754412690798441,0.644444465637207,0.6754412651062012,0.0010000000474974513,15
16,0.6681169311205546,0.6355555653572083,0.6681169271469116,0.6758441898557875,0.6399999856948853,0.6758441925048828,0.0010000000474974513,16
17,0.667227233780755,0.6577777862548828,0.6672271490097046,0.6731965117984348,0.644444465637207,0.6731966137886047,0.0010000000474974513,17
18,0.664838182926178,0.648888885974884,0.6648381352424622,0.6730141599973043,0.6399999856948853,0.6730141043663025,0.0010000000474974513,18
19,0.6631999638345506,0.6577777862548828,0.6631999611854553,0.6712433841493395,0.644444465637207,0.6712433695793152,0.0010000000474974513,19
20,0.6610505673620436,0.6577777862548828,0.6610506176948547,0.6704091217782763,0.644444465637207,0.6704091429710388,0.0010000000474974513,20
21,0.6593774530622695,0.648888885974884,0.6593775153160095,0.6697757138146294,0.6399999856948853,0.6697757244110107,0.0010000000474974513,21
22,0.657366070482466,0.6622222065925598,0.6573660373687744,0.669713826974233,0.6355555653572083,0.6697137951850891,0.0010000000474974513,22
23,0.6565092285474141,0.6577777862548828,0.656509280204773,0.667036791642507,0.6355555653572083,0.6670368313789368,0.0010000000474974513,23
24,0.6531214396158854,0.6666666865348816,0.6531214714050293,0.6675099823209975,0.644444465637207,0.6675099730491638,0.0010000000474974513,24
25,0.6526874250835842,0.6622222065925598,0.6526874303817749,0.6657241662343343,0.653333306312561,0.6657242178916931,0.0010000000474974513,25
26,0.6507688416375055,0.6666666865348816,0.6507687568664551,0.6647280838754442,0.648888885974884,0.664728045463562,0.0010000000474974513,26
27,0.650841412279341,0.6622222065925598,0.650841474533081,0.6627608829074436,0.644444465637207,0.6627609133720398,0.0010000000474974513,27
28,0.6479291968875461,0.6622222065925598,0.6479291319847107,0.6626878314548068,0.6399999856948853,0.6626878380775452,0.0010000000474974513,28
29,0.6453951478004456,0.6622222065925598,0.6453951597213745,0.6627785974078708,0.6355555653572083,0.6627786755561829,0.0010000000474974513,29
30,0.6464417232407464,0.6577777862548828,0.6464416980743408,0.6615510039859348,0.6399999856948853,0.6615510582923889,0.0010000000474974513,30
31,0.6426838027106391,0.6755555272102356,0.6426838040351868,0.6604565858840943,0.644444465637207,0.6604565382003784,0.0010000000474974513,31
32,0.6419037501017253,0.6622222065925598,0.6419037580490112,0.6591408809026083,0.644444465637207,0.6591408848762512,0.0010000000474974513,32
33,0.6412219180001153,0.6577777862548828,0.6412219405174255,0.659288920296563,0.644444465637207,0.6592889428138733,0.0010000000474974513,33
