,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error,epoch
0,0.25340684652328493,0.502413272857666,0.2534068524837494,0.25147185325622556,0.5007039904594421,0.2514718472957611,0
1,0.25249787900182935,0.50192791223526,0.25249791145324707,0.25075971550411646,0.5002954602241516,0.25075969099998474,1
2,0.25164459546407064,0.5012775659561157,0.2516445815563202,0.2502774238586426,0.49995023012161255,0.25027742981910706,2
3,0.2511222024758657,0.5008519291877747,0.25112220644950867,0.24991428520944384,0.4996797442436218,0.2499142736196518,3
4,0.2506186842918396,0.5004258155822754,0.25061866641044617,0.24961351222462125,0.49943748116493225,0.24961350858211517,4
5,0.2502904468112522,0.5001341700553894,0.2502904534339905,0.24941907425721485,0.4992746114730835,0.24941907823085785,5
6,0.25007663898997834,0.499942421913147,0.25007665157318115,0.2492710875140296,0.4991476833820343,0.24927109479904175,6
7,0.249842898050944,0.4997198283672333,0.24984291195869446,0.24916984770033096,0.4990513026714325,0.24916984140872955,7
8,0.24973505867852105,0.4996119439601898,0.2497350573539734,0.24905881020757886,0.4989413917064667,0.2490588277578354,8
9,0.24955489503012762,0.499440997838974,0.24955488741397858,0.24892412457201216,0.49881866574287415,0.248924121260643,9
10,0.24943263961209192,0.4993233382701874,0.24943263828754425,0.24880123403337268,0.4986925721168518,0.24880121648311615,10
11,0.24932240512635973,0.4992060959339142,0.24932241439819336,0.2486642168627845,0.4985511004924774,0.24866421520709991,11
12,0.24917424122492474,0.4990535378456116,0.24917425215244293,0.24853446616066827,0.4984157383441925,0.2485344558954239,12
13,0.24902525345484416,0.49890202283859253,0.24902527034282684,0.24844945073127747,0.4983297288417816,0.24844945967197418,13
14,0.24892452955245972,0.4987964332103729,0.24892452359199524,0.2483193122678333,0.4981935918331146,0.24831929802894592,14
15,0.24875640836026933,0.49862223863601685,0.24875642359256744,0.24817837907208337,0.49804049730300903,0.2481783926486969,15
16,0.24862712886598376,0.49846696853637695,0.24862712621688843,0.24803603688875833,0.49787142872810364,0.24803604185581207,16
17,0.24845688773526087,0.4982771873474121,0.2484568953514099,0.2478665742609236,0.49768707156181335,0.24786658585071564,17
18,0.24833256834083134,0.4981323480606079,0.24833257496356964,0.24776936835712857,0.497571736574173,0.24776938557624817,18
19,0.24816647834248012,0.4979398846626282,0.24816647171974182,0.24764659305413564,0.4974236786365509,0.24764660000801086,19
20,0.24813739094469284,0.49791696667671204,0.24813736975193024,0.24752832386228774,0.4973274767398834,0.2475283443927765,20
21,0.24788466824425592,0.4976399838924408,0.24788467586040497,0.24739979406197865,0.4971320629119873,0.24739977717399597,21
22,0.24771385855144926,0.49741482734680176,0.2477138638496399,0.24723956253793505,0.496949166059494,0.24723955988883972,22
23,0.24747090968820784,0.4971540570259094,0.2474709302186966,0.2470670074224472,0.49675846099853516,0.24706700444221497,23
24,0.24733752840095097,0.496987909078598,0.24733753502368927,0.246825729476081,0.4964715838432312,0.24682575464248657,24
25,0.2471726225482093,0.496749609708786,0.24717262387275696,0.24661577476395502,0.4961828291416168,0.24661578238010406,25
26,0.2469688504934311,0.49653345346450806,0.24696886539459229,0.24641314413812426,0.4960355758666992,0.24641315639019012,26
27,0.24662010471026102,0.49615877866744995,0.2466200739145279,0.2462249411476983,0.4957435131072998,0.24622492492198944,27
28,0.2462345686223772,0.4956870377063751,0.24623456597328186,0.24602895047929552,0.4954893887042999,0.24602894484996796,28
29,0.24589203496774037,0.4952631890773773,0.24589204788208008,0.24568496578269536,0.4950297176837921,0.24568496644496918,29
30,0.24538913932111528,0.49465468525886536,0.24538913369178772,0.24526451693640816,0.49452999234199524,0.24526453018188477,30
31,0.24435468912124633,0.4935060739517212,0.24435469508171082,0.24494818415906694,0.4940343499183655,0.24494819343090057,31
32,0.2438822395271725,0.4928399622440338,0.2438822239637375,0.24481911096307968,0.4936907887458801,0.24481911957263947,32
33,0.24331200023492178,0.49205902218818665,0.24331200122833252,0.24447206755479176,0.49318090081214905,0.24447208642959595,33
34,0.2423175119691425,0.49070799350738525,0.24231748282909393,0.2443920675251219,0.49252450466156006,0.2443920522928238,34
35,0.24085480438338386,0.48887038230895996,0.24085479974746704,0.24389147725370194,0.49182912707328796,0.24389147758483887,35
36,0.23994779388109844,0.48758000135421753,0.23994779586791992,0.2441288434796863,0.4913192689418793,0.24412885308265686,36
37,0.23929985331164466,0.4862326383590698,0.23929986357688904,0.24398142165607875,0.490585058927536,0.24398143589496613,37
38,0.2375224192937215,0.4841770529747009,0.2375224083662033,0.2427429649564955,0.4894024431705475,0.24274297058582306,38
39,0.23652200533284082,0.48282700777053833,0.23652201890945435,0.24252911508083344,0.48836636543273926,0.24252912402153015,39
40,0.23511037429173787,0.480509877204895,0.23511038720607758,0.242423219482104,0.48736125230789185,0.2424231916666031,40
41,0.23376100030210284,0.4785098135471344,0.2337609976530075,0.24111550052960715,0.4857192933559418,0.2411154955625534,41
42,0.23249959415859647,0.4770687520503998,0.2324996143579483,0.24002610941727956,0.4847877621650696,0.24002611637115479,42
43,0.2312331285741594,0.4755951464176178,0.2312331348657608,0.23900688025686476,0.4831947088241577,0.2390068918466568,43
44,0.2296343743801117,0.4737165570259094,0.2296343594789505,0.23863761458132002,0.4828992784023285,0.23863761126995087,44
45,0.2281317671140035,0.4715917706489563,0.22813177108764648,0.2376147250334422,0.4806770086288452,0.2376147359609604,45
46,0.22681417995029027,0.46946465969085693,0.2268141806125641,0.23624661366144817,0.4792723059654236,0.23624661564826965,46
