,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error,epoch
0,0.2514521696350791,0.5014119744300842,0.25145214796066284,0.2503491585904902,0.5003377795219421,0.25034913420677185,0
1,0.25020723180337384,0.5002006888389587,0.25020721554756165,0.24949204921722412,0.4994831085205078,0.24949204921722412,1
2,0.24922395023432645,0.49920403957366943,0.24922394752502441,0.24880356409332968,0.49875953793525696,0.24880355596542358,2
3,0.24861205166036432,0.4985505938529968,0.24861204624176025,0.248218064958399,0.49813389778137207,0.24821804463863373,3
4,0.24787225912917743,0.49777334928512573,0.2478722631931305,0.24761175567453558,0.49749132990837097,0.24761174619197845,4
5,0.24717021665789865,0.49701499938964844,0.24717022478580475,0.2469487881118601,0.49676981568336487,0.24694879353046417,5
6,0.24639046734029596,0.4961773157119751,0.2463904768228531,0.24630058353597467,0.4960646629333496,0.2463005781173706,6
7,0.24523480236530304,0.49493327736854553,0.24523478746414185,0.2451953129334883,0.49483320116996765,0.24519531428813934,7
8,0.24417981776324185,0.4937095046043396,0.244179829955101,0.24376450208100406,0.49319982528686523,0.2437644898891449,8
9,0.24295354702255942,0.49222874641418457,0.24295355379581451,0.24220214919610458,0.4913008213043213,0.24220214784145355,9
10,0.24139104783535004,0.490282267332077,0.24139104783535004,0.2406873513351787,0.4894256293773651,0.24068735539913177,10
11,0.2399510077454827,0.4883595407009125,0.239951029419899,0.2389971356500279,0.487216055393219,0.23899714648723602,11
12,0.23835877667773853,0.48603928089141846,0.23835879564285278,0.23714061216874557,0.48454731702804565,0.23714062571525574,12
13,0.2367562854831869,0.4835239052772522,0.23675628006458282,0.23528055440295825,0.4816327393054962,0.23528055846691132,13
14,0.2347845733165741,0.4805232584476471,0.2347845584154129,0.23393128676847977,0.47947150468826294,0.2339312881231308,14
15,0.23318882151083511,0.4779547154903412,0.23318882286548615,0.23260443048043686,0.47712036967277527,0.23260442912578583,15
16,0.23181915960528635,0.47497233748435974,0.23181915283203125,0.23119353570721365,0.4740626811981201,0.23119354248046875,16
17,0.2301349721171639,0.47170811891555786,0.2301349639892578,0.22986519878560846,0.471492737531662,0.2298651933670044,17
18,0.22888878665187143,0.46889764070510864,0.22888879477977753,0.22875820777632974,0.46878403425216675,0.22875820100307465,18
19,0.2276985455643047,0.4667537808418274,0.22769853472709656,0.22816375168887051,0.4683418273925781,0.22816374897956848,19
20,0.22612269900061868,0.4648746848106384,0.22612270712852478,0.22755749930034985,0.4668000042438507,0.2275574803352356,20
21,0.22489257834174417,0.4626438021659851,0.22489257156848907,0.22720027376304974,0.4655299782752991,0.22720028460025787,21
22,0.22417966615069995,0.4599111080169678,0.2241796851158142,0.22623846883123572,0.46246054768562317,0.22623847424983978,22
23,0.22319275411692532,0.45775771141052246,0.22319276630878448,0.22575584324923428,0.4612639248371124,0.22575584053993225,23
24,0.22191924940456043,0.45566967129707336,0.2219192385673523,0.22567890990864148,0.46050286293029785,0.22567890584468842,24
25,0.22061763161962683,0.45316192507743835,0.2206176370382309,0.22503661567514593,0.4588925242424011,0.2250366061925888,25
26,0.22037789090113205,0.4518130123615265,0.2203778773546219,0.224539269100536,0.457034707069397,0.22453926503658295,26
27,0.2187108492309397,0.4487862288951874,0.21871086955070496,0.22426806796680798,0.4561419188976288,0.22426806390285492,27
28,0.21804492040113968,0.44693636894226074,0.2180449217557907,0.22320981459184128,0.4536864757537842,0.22320981323719025,28
29,0.21750024096532303,0.4455958604812622,0.217500239610672,0.22265891595320267,0.45312052965164185,0.2226589024066925,29
30,0.2166614762761376,0.4445401728153229,0.2166614681482315,0.22197305478832938,0.45201534032821655,0.22197307646274567,30
31,0.2159491560675881,0.44281646609306335,0.2159491628408432,0.2210230122913014,0.44990748167037964,0.22102302312850952,31
32,0.21508936990391125,0.4404800832271576,0.2150893658399582,0.2200301167639819,0.447496622800827,0.22003011405467987,32
33,0.21427530592138117,0.4385392963886261,0.2142753154039383,0.2187080207196149,0.44539451599121094,0.21870802342891693,33
34,0.21378318017179315,0.4379286766052246,0.2137831747531891,0.21840543232180856,0.445272833108902,0.21840542554855347,34
35,0.21306217529556967,0.43680253624916077,0.21306216716766357,0.2167142006483945,0.44248998165130615,0.21671421825885773,35
36,0.2123193469914523,0.4352143108844757,0.21231935918331146,0.21610238606279547,0.44113409519195557,0.21610237658023834,36
37,0.211777772415768,0.43398812413215637,0.21177779138088226,0.21595933762463657,0.4406186044216156,0.2159593254327774,37
38,0.2112178639932112,0.4322412610054016,0.21121788024902344,0.2149074592373588,0.43791142106056213,0.2149074524641037,38
39,0.21052086895162408,0.4299626648426056,0.21052086353302002,0.2128493135625666,0.4343359172344208,0.21284931898117065,39
40,0.20978664268146863,0.4285179376602173,0.20978665351867676,0.21258889816024087,0.43469467759132385,0.21258892118930817,40
41,0.20894709094004196,0.42854663729667664,0.2089470773935318,0.21304002539678055,0.4364207983016968,0.21304002404212952,41
42,0.2081736380403692,0.4291691780090332,0.20817364752292633,0.21153536438941956,0.4354601502418518,0.21153536438941956,42
43,0.2076420567252419,0.4286012351512909,0.207642063498497,0.2097371220588684,0.432559072971344,0.2097371369600296,43
44,0.2064403322609988,0.4266528785228729,0.20644032955169678,0.20879270949146964,0.43117544054985046,0.20879270136356354,44
45,0.20547987791624936,0.42542898654937744,0.20547987520694733,0.20888059518553995,0.430970698595047,0.20888057351112366,45
46,0.20478633046150208,0.42499059438705444,0.20478633046150208,0.20930732651190323,0.4319111108779907,0.20930734276771545,46
